고객세그먼트,제품대분류,제품소분류,지역,매출액,수량,할인율,이익
Corporate,Furniture,Chairs,Central,368.97,3.0,0.0,40.5867
Home Office,Office Supplies,Appliances,Central,364.74,3.0,0.0,109.422
Corporate,Office Supplies,Paper,South,19.44,3.0,0.0,9.3312
Corporate,Furniture,Chairs,Central,179.886,1.0,0.3,-2.5698
Home Office,Furniture,Furnishings,West,26.25,3.0,0.0,11.025
Home Office,Office Supplies,Binders,West,64.96,14.0,0.2,22.736
Consumer,Office Supplies,Paper,Central,33.36,4.0,0.0,16.68
Home Office,Technology,Accessories,West,41.6,4.0,0.2,13.0
Home Office,Office Supplies,Paper,West,23.12,5.0,0.2,8.381
Home Office,Furniture,Chairs,West,113.888,2.0,0.2,9.9652
Corporate,Furniture,Furnishings,East,24.3,5.0,0.0,10.449
Home Office,Technology,Phones,West,7.92,2.0,0.2,0.693
Home Office,Technology,Phones,West,671.984,2.0,0.2,50.3988
Consumer,Office Supplies,Paper,East,9.248,2.0,0.2,3.3524
Home Office,Furniture,Chairs,East,191.646,3.0,0.1,31.941
Consumer,Office Supplies,Binders,East,2.313,1.0,0.7,-1.9275
Corporate,Technology,Accessories,West,31.86,2.0,0.0,11.151
Consumer,Office Supplies,Fasteners,West,45.92,4.0,0.0,21.5824
Corporate,Technology,Phones,East,197.97,3.0,0.0,53.4519
Home Office,Office Supplies,Binders,West,147.92,5.0,0.2,46.225
Home Office,Furniture,Bookcases,East,341.96,2.0,0.0,78.6508
Corporate,Furniture,Bookcases,East,4404.9,5.0,0.0,1013.127
Corporate,Office Supplies,Binders,West,24.32,5.0,0.2,8.208
Consumer,Furniture,Bookcases,South,523.26,9.0,0.0,125.5824
Consumer,Furniture,Furnishings,Central,32.952,6.0,0.6,-19.7712
Consumer,Office Supplies,Storage,Central,30.016,4.0,0.2,3.0016
Consumer,Office Supplies,Appliances,South,499.584,3.0,0.2,43.7136
Corporate,Office Supplies,Binders,West,36.36,3.0,0.2,12.2715
Consumer,Office Supplies,Binders,South,13.272,8.0,0.7,-10.6176
Consumer,Furniture,Furnishings,South,28.272,2.0,0.2,6.3612
Consumer,Office Supplies,Storage,South,259.136,4.0,0.2,-51.8272
Consumer,Technology,Accessories,East,41.9,2.0,0.0,8.799
Consumer,Furniture,Tables,Central,244.006,2.0,0.3,-31.3722
Corporate,Furniture,Furnishings,South,21.36,8.0,0.0,8.1168
Consumer,Office Supplies,Binders,West,119.616,8.0,0.2,40.3704
Consumer,Technology,Phones,East,83.988,2.0,0.4,-20.997
Consumer,Technology,Machines,Central,83.9,2.0,0.0,22.653
Consumer,Office Supplies,Paper,East,20.736,4.0,0.2,7.2576
Corporate,Office Supplies,Storage,West,99.87,3.0,0.0,23.9688
Corporate,Furniture,Furnishings,South,17.088,2.0,0.2,1.068
Consumer,Office Supplies,Storage,West,40.68,2.0,0.0,0.4068
Consumer,Office Supplies,Storage,West,53.424,3.0,0.2,4.6746
Consumer,Office Supplies,Art,South,32.776,1.0,0.2,2.4582
Corporate,Office Supplies,Binders,East,28.752,3.0,0.2,10.0632
Home Office,Office Supplies,Paper,South,19.36,2.0,0.0,9.2928
Consumer,Office Supplies,Supplies,East,70.12,4.0,0.0,21.036
Corporate,Technology,Accessories,West,12.99,1.0,0.0,0.7794
Corporate,Office Supplies,Binders,West,18.56,4.0,0.2,6.496
Home Office,Technology,Accessories,East,59.97,3.0,0.0,14.9925
Home Office,Technology,Accessories,East,449.91,9.0,0.0,157.4685
Corporate,Office Supplies,Appliances,East,61.44,3.0,0.0,16.5888
Consumer,Office Supplies,Storage,East,117.96,2.0,0.0,5.898
Consumer,Office Supplies,Paper,West,71.28,11.0,0.0,34.2144
Corporate,Office Supplies,Supplies,West,61.38,6.0,0.0,15.9588
Consumer,Office Supplies,Envelopes,East,24.896,4.0,0.2,8.4024
Consumer,Furniture,Furnishings,East,3.984,1.0,0.2,0.6474
Consumer,Technology,Accessories,East,95.968,4.0,0.2,28.7904
Consumer,Technology,Machines,East,206.991,3.0,0.7,-172.4925
Consumer,Office Supplies,Appliances,East,44.416,2.0,0.2,3.8864
Consumer,Furniture,Chairs,Central,498.26,7.0,0.0,134.5302
Corporate,Office Supplies,Paper,Central,5.184,1.0,0.2,1.8144
Home Office,Office Supplies,Binders,East,33.376,4.0,0.2,10.43
Corporate,Office Supplies,Binders,East,90.48,3.0,0.2,33.93
Home Office,Office Supplies,Binders,Central,91.68,3.0,0.0,45.84
Corporate,Office Supplies,Storage,West,40.68,2.0,0.0,0.4068
Consumer,Office Supplies,Binders,West,34.272,3.0,0.2,11.1384
Consumer,Office Supplies,Paper,West,25.92,4.0,0.0,12.4416
Home Office,Office Supplies,Binders,West,83.92,5.0,0.2,29.372
Home Office,Office Supplies,Binders,West,12.03,5.0,0.7,-9.223
Home Office,Technology,Machines,West,2549.985,5.0,0.7,-3399.98
Consumer,Office Supplies,Binders,Central,26.4,5.0,0.0,12.672
Consumer,Technology,Phones,South,503.96,4.0,0.0,125.99
Home Office,Office Supplies,Paper,West,20.736,4.0,0.2,7.2576
Corporate,Office Supplies,Paper,West,91.36,4.0,0.0,42.0256
Home Office,Office Supplies,Storage,Central,727.296,8.0,0.2,-172.7328
Home Office,Furniture,Furnishings,Central,22.608,3.0,0.6,-10.1736
Home Office,Technology,Accessories,Central,666.4,7.0,0.2,-33.32
Consumer,Office Supplies,Fasteners,West,5.04,3.0,0.0,0.2016
Consumer,Office Supplies,Paper,West,92.94,3.0,0.0,41.823
Consumer,Office Supplies,Labels,East,3.15,1.0,0.0,1.512
Consumer,Office Supplies,Binders,West,91.68,5.0,0.2,28.65
Consumer,Furniture,Bookcases,Central,327.7328,2.0,0.32,-14.4588
Home Office,Office Supplies,Binders,Central,25.9,5.0,0.0,12.691
Home Office,Office Supplies,Art,Central,3.64,2.0,0.0,1.0192
Consumer,Office Supplies,Paper,East,27.12,4.0,0.0,12.4752
Corporate,Office Supplies,Binders,West,8.288,2.0,0.2,2.6936
Home Office,Furniture,Furnishings,West,20.04,6.0,0.0,8.8176
Corporate,Technology,Phones,West,403.168,4.0,0.2,25.198
Home Office,Office Supplies,Binders,Central,5.792,2.0,0.8,-9.5568
Corporate,Office Supplies,Art,Central,25.99,1.0,0.0,7.5371
Corporate,Office Supplies,Art,West,99.2,5.0,0.0,25.792
Home Office,Office Supplies,Paper,East,20.736,4.0,0.2,7.2576
Consumer,Office Supplies,Labels,East,15.936,4.0,0.2,5.1792
Corporate,Office Supplies,Paper,West,131.904,3.0,0.2,47.8152
Consumer,Office Supplies,Art,South,56.3,2.0,0.0,15.764
Consumer,Office Supplies,Paper,South,32.4,5.0,0.0,15.552
Consumer,Technology,Phones,South,107.976,3.0,0.2,37.7916
Corporate,Furniture,Tables,West,171.288,3.0,0.2,-6.4233
Consumer,Furniture,Furnishings,South,16.72,5.0,0.2,3.344
Home Office,Office Supplies,Paper,West,12.96,2.0,0.0,6.2208
Home Office,Office Supplies,Envelopes,West,22.18,2.0,0.0,10.8682
Consumer,Furniture,Chairs,East,1079.316,6.0,0.3,-15.4188
Corporate,Office Supplies,Paper,West,307.776,7.0,0.2,111.5688
Home Office,Office Supplies,Art,Central,13.9,5.0,0.0,3.614
Home Office,Office Supplies,Paper,Central,26.38,1.0,0.0,12.1348
Corporate,Office Supplies,Paper,South,29.9,5.0,0.0,13.455
Home Office,Furniture,Tables,South,411.8,2.0,0.0,70.006
Home Office,Technology,Accessories,South,360.0,4.0,0.0,129.6
Consumer,Technology,Phones,West,415.968,4.0,0.2,51.996
Home Office,Office Supplies,Appliances,West,227.84,4.0,0.0,66.0736
Home Office,Office Supplies,Paper,West,37.94,2.0,0.0,18.2112
Home Office,Technology,Phones,Central,517.9,2.0,0.0,134.654
Home Office,Office Supplies,Binders,Central,5.28,2.0,0.0,2.4288
Corporate,Furniture,Furnishings,East,11.352,3.0,0.2,2.6961
Corporate,Office Supplies,Envelopes,West,8.96,2.0,0.0,4.3008
Corporate,Office Supplies,Labels,West,31.5,10.0,0.0,15.12
Home Office,Office Supplies,Fasteners,East,17.184,6.0,0.2,6.2292
Corporate,Furniture,Tables,West,24.368,2.0,0.2,-3.3506
Home Office,Technology,Phones,South,200.97,3.0,0.0,50.2425
Corporate,Office Supplies,Art,East,10.368,2.0,0.2,1.5552
Corporate,Technology,Phones,East,83.97,3.0,0.0,23.5116
Corporate,Technology,Accessories,East,104.97,3.0,0.0,7.3479
Consumer,Office Supplies,Binders,East,62.94,3.0,0.0,30.2112
Home Office,Technology,Phones,West,140.736,8.0,0.2,49.2576
Home Office,Technology,Accessories,West,214.95,5.0,0.0,88.1295
Home Office,Office Supplies,Paper,West,45.36,7.0,0.0,21.7728
Home Office,Office Supplies,Paper,West,288.24,6.0,0.0,138.3552
Corporate,Office Supplies,Paper,West,146.73,3.0,0.0,68.9631
Corporate,Office Supplies,Appliances,South,262.24,2.0,0.0,78.672
Consumer,Technology,Accessories,East,37.056,4.0,0.2,8.8008
Home Office,Office Supplies,Paper,South,37.408,7.0,0.2,13.0928
Consumer,Furniture,Furnishings,Central,14.56,5.0,0.6,-6.188
Consumer,Furniture,Bookcases,West,120.666,2.0,0.15,18.4548
Home Office,Office Supplies,Storage,Central,342.864,3.0,0.2,38.5722
Consumer,Office Supplies,Art,Central,11.96,2.0,0.0,2.99
Corporate,Technology,Phones,Central,297.55,5.0,0.0,83.314
Home Office,Office Supplies,Art,West,31.84,8.0,0.0,10.5072
Corporate,Technology,Accessories,East,159.98,2.0,0.0,57.5928
Home Office,Technology,Phones,West,43.176,3.0,0.2,15.1116
Home Office,Office Supplies,Binders,South,58.34,2.0,0.0,28.0032
Home Office,Furniture,Chairs,Central,127.302,7.0,0.3,-9.093
Consumer,Office Supplies,Binders,East,3.928,1.0,0.2,1.3257
Consumer,Office Supplies,Binders,Central,252.784,4.0,0.8,-417.0936
Consumer,Office Supplies,Storage,West,69.52,2.0,0.0,17.38
Consumer,Office Supplies,Binders,West,98.352,3.0,0.2,35.6526
Consumer,Office Supplies,Appliances,Central,12.992,2.0,0.8,-32.48
Home Office,Furniture,Furnishings,South,61.0,5.0,0.0,25.62
Home Office,Technology,Phones,South,671.93,7.0,0.0,188.1404
Consumer,Office Supplies,Binders,West,53.568,4.0,0.2,19.4184
Consumer,Technology,Phones,East,479.95,5.0,0.0,129.5865
Corporate,Office Supplies,Binders,West,5.728,2.0,0.2,2.0048
Consumer,Office Supplies,Supplies,Central,31.68,4.0,0.2,2.772
Consumer,Furniture,Chairs,East,872.32,4.0,0.0,244.2496
Consumer,Furniture,Chairs,East,887.271,3.0,0.3,-63.3765
Consumer,Office Supplies,Appliances,Central,5.768,2.0,0.8,-13.5548
Corporate,Office Supplies,Labels,Central,33.12,4.0,0.2,11.592
Corporate,Furniture,Bookcases,Central,220.2656,4.0,0.32,-42.1096
Consumer,Office Supplies,Binders,East,10.776,3.0,0.2,3.5022
Consumer,Furniture,Bookcases,East,242.352,3.0,0.2,9.0882
Corporate,Office Supplies,Supplies,East,695.16,6.0,0.0,34.758
Home Office,Office Supplies,Binders,West,107.648,2.0,0.2,33.64
Home Office,Office Supplies,Binders,East,12.957,7.0,0.7,-9.5018
Consumer,Furniture,Furnishings,South,18.176,1.0,0.2,4.7712
Corporate,Office Supplies,Labels,Central,15.712,4.0,0.2,5.6956
Corporate,Office Supplies,Binders,South,11.88,2.0,0.0,5.346
Consumer,Office Supplies,Paper,Central,21.93,3.0,0.0,10.0878
Consumer,Office Supplies,Storage,Central,242.94,3.0,0.0,4.8588
Consumer,Furniture,Tables,West,182.55,2.0,0.5,-135.087
Consumer,Office Supplies,Paper,Central,51.84,8.0,0.0,25.4016
Consumer,Office Supplies,Storage,Central,265.17,1.0,0.0,47.7306
Home Office,Furniture,Tables,Central,692.94,3.0,0.0,173.235
Consumer,Furniture,Furnishings,East,466.32,3.0,0.2,34.974
Corporate,Office Supplies,Paper,West,19.44,3.0,0.0,9.3312
Consumer,Furniture,Chairs,West,532.704,6.0,0.2,-39.9528
Consumer,Office Supplies,Paper,Central,143.856,9.0,0.2,48.5514
Consumer,Technology,Phones,East,259.896,2.0,0.4,-56.3108
Corporate,Office Supplies,Paper,East,5.344,1.0,0.2,1.8704
Corporate,Technology,Phones,South,249.584,2.0,0.2,31.198
Consumer,Office Supplies,Art,West,35.4,5.0,0.0,13.452
Corporate,Office Supplies,Art,South,60.768,2.0,0.2,7.596
Corporate,Office Supplies,Binders,South,78.6,5.0,0.7,-62.88
Corporate,Office Supplies,Binders,East,12.828,2.0,0.7,-8.9796
Corporate,Office Supplies,Storage,South,1036.624,2.0,0.2,51.8312
Consumer,Office Supplies,Binders,West,18.088,7.0,0.2,6.5569
Consumer,Technology,Phones,East,258.528,2.0,0.4,-47.3968
Consumer,Office Supplies,Paper,East,49.12,4.0,0.0,23.0864
Corporate,Furniture,Tables,South,591.32,4.0,0.0,112.3508
Home Office,Furniture,Chairs,West,241.568,2.0,0.2,18.1176
Corporate,Office Supplies,Envelopes,West,23.36,2.0,0.0,11.68
Home Office,Technology,Phones,West,627.168,4.0,0.2,70.5564
Corporate,Office Supplies,Art,East,11.12,4.0,0.0,2.8912
Corporate,Office Supplies,Binders,East,12.672,3.0,0.2,4.4352
Home Office,Office Supplies,Binders,Central,30.56,5.0,0.8,-45.84
Consumer,Furniture,Bookcases,West,145.764,6.0,0.7,-247.7988
Home Office,Technology,Phones,Central,67.992,1.0,0.2,8.499
Consumer,Office Supplies,Storage,East,94.6,4.0,0.0,27.434
Consumer,Office Supplies,Binders,South,12.53,1.0,0.0,5.8891
Consumer,Office Supplies,Art,Central,4.448,2.0,0.2,0.3336
Consumer,Office Supplies,Appliances,East,206.43,3.0,0.0,90.8292
Consumer,Furniture,Bookcases,West,556.665,5.0,0.15,6.549
Consumer,Technology,Accessories,East,119.96,5.0,0.2,35.988
Consumer,Office Supplies,Art,East,10.608,6.0,0.2,0.9282
Corporate,Furniture,Chairs,Central,347.802,7.0,0.3,-24.843
Corporate,Furniture,Chairs,West,963.136,4.0,0.2,108.3528
Corporate,Technology,Phones,West,88.776,3.0,0.2,7.7679
Corporate,Office Supplies,Art,Central,55.328,2.0,0.2,6.2244
Home Office,Office Supplies,Paper,East,32.4,5.0,0.0,15.552
Consumer,Furniture,Chairs,South,363.92,5.0,0.2,0.0
Consumer,Technology,Accessories,East,2025.36,6.0,0.2,607.608
Consumer,Technology,Machines,East,1799.994,2.0,0.7,-2639.9912
Home Office,Technology,Phones,Central,89.98,2.0,0.0,43.1904
Consumer,Furniture,Furnishings,East,262.864,7.0,0.2,69.0018
Corporate,Office Supplies,Binders,Central,735.98,2.0,0.0,331.191
Home Office,Office Supplies,Paper,West,93.024,3.0,0.2,33.7212
Corporate,Furniture,Tables,East,284.364,2.0,0.4,-75.8304
Consumer,Furniture,Furnishings,West,282.84,4.0,0.0,19.7988
Consumer,Office Supplies,Storage,South,67.64,5.0,0.2,5.9185
Consumer,Technology,Accessories,South,119.976,3.0,0.2,-17.9964
Consumer,Office Supplies,Binders,Central,5.18,5.0,0.8,-8.029
Corporate,Furniture,Chairs,South,1059.12,4.0,0.0,307.1448
Consumer,Office Supplies,Envelopes,West,78.35,5.0,0.0,36.8245
Consumer,Office Supplies,Art,West,59.52,3.0,0.0,15.4752
Home Office,Technology,Phones,East,776.85,5.0,0.4,-181.265
Consumer,Technology,Phones,West,239.984,2.0,0.2,23.9984
Consumer,Office Supplies,Paper,West,19.35,3.0,0.0,9.4815
Corporate,Furniture,Furnishings,Central,21.204,3.0,0.6,-11.6622
Consumer,Office Supplies,Binders,Central,28.85,5.0,0.0,14.425
Corporate,Office Supplies,Paper,South,62.192,13.0,0.2,19.435
Consumer,Office Supplies,Binders,South,23.88,6.0,0.0,11.2236
Consumer,Office Supplies,Binders,Central,3.168,2.0,0.8,-4.752
Consumer,Office Supplies,Art,South,15.92,5.0,0.2,2.786
Consumer,Office Supplies,Art,Central,13.392,3.0,0.2,1.5066
Consumer,Office Supplies,Art,Central,181.86,7.0,0.0,50.9208
Consumer,Furniture,Bookcases,West,180.588,2.0,0.7,-240.784
Corporate,Furniture,Tables,South,120.96,2.0,0.4,-28.224
Consumer,Office Supplies,Paper,East,18.76,2.0,0.0,9.0048
Consumer,Office Supplies,Art,West,6.56,2.0,0.0,1.9024
Consumer,Office Supplies,Paper,West,32.896,4.0,0.2,11.1024
Corporate,Office Supplies,Appliances,East,254.9,5.0,0.0,68.823
Consumer,Technology,Accessories,West,118.0,2.0,0.0,20.06
Corporate,Technology,Accessories,West,33.18,2.0,0.0,11.613
Corporate,Office Supplies,Storage,East,1633.14,9.0,0.0,473.6106
Corporate,Office Supplies,Storage,East,544.38,3.0,0.0,157.8702
Corporate,Furniture,Furnishings,Central,16.74,2.0,0.0,4.3524
Corporate,Office Supplies,Envelopes,Central,74.352,3.0,0.2,26.9526
Corporate,Technology,Phones,East,69.93,7.0,0.0,32.1678
Corporate,Office Supplies,Labels,West,3.75,1.0,0.0,1.8
Corporate,Office Supplies,Binders,West,20.928,4.0,0.2,7.5864
Home Office,Office Supplies,Storage,Central,12.672,3.0,0.2,-3.168
Consumer,Office Supplies,Binders,Central,6.47,5.0,0.8,-9.705
Corporate,Office Supplies,Binders,Central,6.37,7.0,0.8,-9.555
Consumer,Furniture,Chairs,East,573.174,7.0,0.1,63.686
Consumer,Office Supplies,Art,East,23.65,1.0,0.0,6.149
Home Office,Office Supplies,Fasteners,South,23.34,3.0,0.0,0.2334
Corporate,Furniture,Furnishings,Central,60.84,3.0,0.0,23.1192
Consumer,Office Supplies,Binders,West,3.366,3.0,0.7,-2.244
Consumer,Technology,Phones,South,95.968,4.0,0.2,9.5968
Corporate,Office Supplies,Paper,East,10.272,3.0,0.2,3.21
Consumer,Office Supplies,Fasteners,East,40.67,7.0,0.0,12.6077
Consumer,Office Supplies,Paper,East,15.936,4.0,0.2,5.7768
Consumer,Technology,Phones,West,601.536,8.0,0.2,60.1536
Consumer,Technology,Accessories,West,10.99,1.0,0.0,4.2861
Consumer,Furniture,Furnishings,East,18.84,3.0,0.0,6.0288
Home Office,Office Supplies,Art,Central,5.56,2.0,0.0,1.4456
Consumer,Office Supplies,Binders,Central,2.946,3.0,0.8,-4.8609
Consumer,Office Supplies,Labels,West,39.84,8.0,0.0,18.3264
Consumer,Office Supplies,Binders,Central,243.992,4.0,0.8,-426.986
Corporate,Office Supplies,Paper,Central,158.28,6.0,0.0,72.8088
Corporate,Office Supplies,Envelopes,Central,13.392,3.0,0.2,5.022
Consumer,Technology,Phones,East,287.97,3.0,0.0,80.6316
Consumer,Office Supplies,Appliances,Central,207.24,11.0,0.0,58.0272
Consumer,Office Supplies,Appliances,Central,4.836,2.0,0.8,-12.09
Corporate,Office Supplies,Paper,Central,74.352,3.0,0.2,23.235
Consumer,Office Supplies,Art,South,2.624,1.0,0.2,0.4264
Consumer,Technology,Accessories,West,149.97,3.0,0.0,52.4895
Corporate,Technology,Accessories,West,165.6,3.0,0.2,-6.21
Corporate,Technology,Phones,East,430.88,2.0,0.0,124.9552
Corporate,Office Supplies,Paper,East,94.85,5.0,0.0,45.528
Home Office,Office Supplies,Binders,Central,331.96,2.0,0.0,149.382
Home Office,Office Supplies,Art,East,29.95,5.0,0.0,8.6855
Corporate,Office Supplies,Paper,West,9.408,2.0,0.2,3.4104
Corporate,Office Supplies,Fasteners,West,4.672,2.0,0.2,1.46
Consumer,Office Supplies,Art,South,1.752,1.0,0.2,0.1533
Corporate,Office Supplies,Binders,East,2.907,3.0,0.7,-2.0349
Corporate,Office Supplies,Supplies,West,15.36,2.0,0.2,-3.264
Corporate,Technology,Phones,West,230.376,3.0,0.2,20.1579
Corporate,Technology,Accessories,West,7.16,1.0,0.2,-0.0895
Consumer,Office Supplies,Storage,East,375.34,1.0,0.0,18.767
Consumer,Furniture,Furnishings,East,114.9,5.0,0.0,39.066
Corporate,Office Supplies,Fasteners,Central,15.12,5.0,0.2,4.914
Consumer,Office Supplies,Binders,Central,2.896,1.0,0.8,-4.7784
Consumer,Office Supplies,Storage,Central,32.544,2.0,0.2,-7.7292
Consumer,Office Supplies,Binders,West,3.984,1.0,0.2,1.3944
Consumer,Furniture,Tables,East,181.797,1.0,0.3,-15.5826
Consumer,Office Supplies,Storage,Central,132.696,3.0,0.2,9.9522
Consumer,Technology,Accessories,Central,223.96,5.0,0.2,11.198
Corporate,Furniture,Chairs,Central,318.43,5.0,0.3,-77.333
Corporate,Technology,Phones,Central,122.92,7.0,0.2,46.095
Consumer,Technology,Phones,West,201.584,2.0,0.2,12.599
Home Office,Technology,Phones,Central,438.336,4.0,0.2,-87.6672
Consumer,Office Supplies,Binders,Central,13.468,13.0,0.8,-22.8956
Corporate,Office Supplies,Paper,South,244.55,5.0,0.0,114.9385
Consumer,Office Supplies,Paper,West,17.12,4.0,0.0,7.704
Corporate,Technology,Accessories,West,49.08,3.0,0.0,4.908
Consumer,Furniture,Furnishings,South,343.85,5.0,0.0,137.54
Corporate,Office Supplies,Art,West,18.24,3.0,0.0,5.2896
Corporate,Furniture,Tables,West,73.915,1.0,0.5,-45.8273
Home Office,Technology,Phones,West,105.584,2.0,0.2,7.9188
Corporate,Office Supplies,Fasteners,Central,24.85,7.0,0.0,11.6795
Consumer,Furniture,Tables,West,170.352,3.0,0.2,19.1646
Consumer,Furniture,Furnishings,South,101.52,5.0,0.2,19.035
Consumer,Furniture,Chairs,West,72.784,1.0,0.2,0.0
Consumer,Technology,Phones,West,107.984,1.0,0.2,9.4486
Home Office,Office Supplies,Art,West,7.8,3.0,0.0,2.106
Corporate,Office Supplies,Labels,South,4.608,2.0,0.2,1.6704
Corporate,Office Supplies,Paper,West,25.92,4.0,0.0,12.4416
Corporate,Office Supplies,Binders,South,2.946,2.0,0.7,-2.0622
Home Office,Office Supplies,Binders,Central,3.136,2.0,0.8,-4.704
Corporate,Office Supplies,Paper,Central,20.736,4.0,0.2,7.2576
Corporate,Technology,Accessories,West,99.98,2.0,0.0,7.9984
Consumer,Office Supplies,Binders,West,12.176,1.0,0.2,4.4138
Corporate,Furniture,Bookcases,Central,67.9932,1.0,0.32,-12.9987
Home Office,Office Supplies,Appliances,Central,715.64,2.0,0.0,178.91
Home Office,Office Supplies,Paper,South,319.76,14.0,0.0,147.0896
Consumer,Office Supplies,Envelopes,East,201.432,3.0,0.2,67.9833
Consumer,Technology,Phones,South,135.98,2.0,0.0,33.995
Consumer,Technology,Phones,South,44.95,1.0,0.0,12.586
Corporate,Technology,Accessories,Central,2.97,3.0,0.0,1.3068
Corporate,Technology,Accessories,West,62.352,6.0,0.2,-10.9116
Home Office,Office Supplies,Paper,West,35.88,6.0,0.0,17.5812
Consumer,Technology,Accessories,South,110.4,2.0,0.2,-4.14
Home Office,Office Supplies,Paper,East,11.952,3.0,0.2,4.0338
Corporate,Office Supplies,Storage,East,66.96,4.0,0.0,2.6784
Corporate,Office Supplies,Fasteners,East,36.48,6.0,0.0,18.24
Corporate,Office Supplies,Art,South,22.96,7.0,0.0,7.5768
Corporate,Technology,Phones,South,28.99,1.0,0.0,8.4071
Corporate,Technology,Phones,Central,49.616,2.0,0.2,4.9616
Corporate,Office Supplies,Art,South,22.96,7.0,0.0,6.6584
Consumer,Office Supplies,Binders,West,27.496,7.0,0.2,9.2799
Consumer,Technology,Accessories,South,47.984,2.0,0.2,13.1956
Home Office,Furniture,Furnishings,West,63.98,7.0,0.0,21.7532
Consumer,Technology,Phones,East,89.95,5.0,0.0,43.176
Consumer,Office Supplies,Binders,East,63.924,7.0,0.7,-46.8776
Home Office,Office Supplies,Art,Central,6.56,2.0,0.0,1.9024
Home Office,Office Supplies,Appliances,Central,13.11,3.0,0.0,3.4086
Consumer,Technology,Phones,West,494.376,3.0,0.2,49.4376
Consumer,Office Supplies,Binders,West,29.2,5.0,0.2,9.855
Consumer,Office Supplies,Binders,Central,1.728,3.0,0.8,-2.6784
Consumer,Technology,Accessories,West,36.24,1.0,0.0,15.2208
Consumer,Office Supplies,Art,Central,11.68,2.0,0.0,3.504
Consumer,Office Supplies,Supplies,West,11.91,3.0,0.0,0.1191
