carat,cut,color,clarity,depth,table,price,x,y,z
1.05,Very Good,F,VVS2,61.3,59,8537,6.48,6.56,4
1.1,Premium,I,SI2,62.4,59,3696,6.55,6.51,4.08
0.4,Ideal,F,VVS1,61.4,56,1168,4.77,4.81,2.94
1.27,Premium,I,SI2,61.4,59,5249,6.98,6.94,4.27
1.05,Ideal,G,VS1,62.2,57,7357,6.49,6.51,4.04
0.55,Ideal,F,VS1,61.4,55,1901,5.28,5.24,3.23
1.55,Ideal,I,VS1,61.9,55,11067,7.46,7.43,4.61
0.34,Premium,E,VS2,61,59,956,4.51,4.48,2.74
0.92,Ideal,G,SI2,63,57,3697,6.16,6.13,3.87
1.02,Ideal,G,SI1,60.5,59,4882,6.55,6.51,3.95
0.62,Ideal,F,VS1,61.2,54,2371,5.55,5.52,3.39
0.51,Premium,D,VVS2,61.6,59,2087,5.12,5.08,3.14
0.7,Premium,E,SI2,63,58,2335,5.69,5.64,3.57
0.3,Ideal,G,IF,63,53,956,4.3,4.24,2.69
0.9,Very Good,F,SI1,63.4,57,3699,6.06,6.11,3.86
1.01,Fair,D,SI1,62.6,57,5628,6.14,6.22,3.87
1,Fair,G,SI1,66.1,62,3700,6.1,6.03,4.01
0.36,Premium,J,SI1,61.3,60,421,4.52,4.59,2.79
0.35,Ideal,G,VS2,61.3,56,807,4.55,4.58,2.8
0.51,Good,D,SI1,58.7,58,1363,5.21,5.25,3.07
2,Very Good,I,VS2,59.5,62,15510,8.13,8.21,4.86
0.32,Ideal,E,VS2,61.8,55,900,4.43,4.4,2.73
0.7,Very Good,H,SI1,62.7,56,2107,5.6,5.62,3.52
0.71,Ideal,F,VS1,61,56,3701,5.77,5.8,3.53
0.71,Good,F,VS1,61.8,57,3701,5.73,5.76,3.55
0.43,Ideal,I,VS1,62.2,53,789,4.86,4.91,3.04
0.91,Premium,E,SI2,61.1,59,3703,6.2,6.24,3.8
1.13,Ideal,G,VS1,61,58,7687,6.71,6.74,4.1
1.27,Premium,H,VS2,58.9,61,5832,7.09,7.03,4.16
0.6,Ideal,H,IF,61.9,56,2270,5.4,5.45,3.36
1.07,Ideal,G,SI1,62.2,57,5303,6.59,6.56,4.09
0.9,Premium,F,SI2,60.1,59,3704,6.31,6.24,3.77
0.3,Premium,E,VS2,62.1,59,844,4.29,4.27,2.66
1.51,Ideal,G,VVS2,62.3,55,14616,7.29,7.35,4.56
0.9,Premium,F,SI2,61.5,59,3704,6.23,6.2,3.82
1.53,Good,E,SI2,57.1,56,7643,7.69,7.65,4.38
0.9,Premium,F,SI2,61.4,62,3704,6.2,6.11,3.78
1.55,Premium,I,SI2,61.5,58,7256,7.39,7.46,4.57
0.51,Very Good,G,SI1,63.4,56,1122,5.03,5.1,3.21
0.85,Very Good,F,VS2,62.2,56,3705,6.01,6.08,3.76
2.18,Very Good,I,SI2,63.3,58,12220,8.22,8.18,5.19
0.31,Ideal,D,VS2,62,55,942,4.35,4.33,2.69
1.5,Good,J,VS1,63.3,57,8736,7.2,7.24,4.57
1.06,Ideal,G,VS2,61.1,57,6548,6.56,6.59,4.02
1.21,Ideal,D,VS1,61,57,10335,6.88,6.85,4.19
1.21,Very Good,G,SI2,62.7,59,5308,6.66,6.74,4.2
0.51,Ideal,F,VVS2,61.7,56,2197,5.11,5.13,3.16
0.43,Premium,E,SI2,60.8,58,716,4.86,4.88,2.96
1.52,Premium,F,VS1,61,58,15522,7.42,7.39,4.52
1.58,Ideal,I,VS2,61.1,55,10338,7.48,7.53,4.59
0.32,Premium,H,VVS1,62.5,58,936,4.37,4.33,2.72
1.03,Ideal,D,SI2,60.5,58,5491,6.52,6.58,3.96
0.5,Premium,D,VS2,61.1,58,1752,5.09,5.12,3.12
1.06,Very Good,E,VVS2,61.8,58,9997,6.52,6.56,4.04
0.79,Ideal,I,VS2,60.9,56,3710,5.97,5.99,3.64
0.32,Ideal,G,VS1,61.4,56,628,4.42,4.47,2.73
0.98,Ideal,F,SI1,62.7,55,4950,6.37,6.27,3.96
0.4,Ideal,D,VVS2,61.4,56,1152,4.8,4.75,2.93
1.11,Ideal,G,VVS2,61.8,57,8858,6.67,6.64,4.11
0.59,Very Good,D,VS1,62.6,58,2254,5.34,5.39,3.36
0.75,Premium,D,SI2,60.6,56,2337,5.94,5.9,3.59
0.5,Ideal,H,VS1,61.9,54,1370,5.12,5.15,3.18
0.71,Ideal,F,VS1,60.9,56,3710,5.76,5.79,3.52
0.71,Ideal,F,VS1,61.9,56,3710,5.69,5.72,3.53
2.21,Premium,H,SI2,61.3,60,14032,8.35,8.33,5.11
0.3,Ideal,I,VVS1,62.1,56,552,4.3,4.33,2.68
0.9,Ideal,G,SI1,61.9,57,4871,6.16,6.19,3.82
0.52,Good,I,SI1,63.6,60,1073,5.1,5.05,3.23
1.16,Premium,D,I1,61.8,59,3711,6.78,6.74,4.18
1,Premium,I,SI2,61.6,59,3712,6.34,6.41,3.93
0.7,Very Good,G,SI1,62,61,2234,5.68,5.71,3.53
0.72,Fair,E,SI2,68.4,64,2125,5.38,5.32,3.66
1.02,Premium,I,VS2,61.1,59,3713,6.4,6.37,3.9
0.5,Very Good,F,VVS2,62.7,56,1942,5.08,5.03,3.17
0.92,Very Good,G,SI2,62.4,60,3713,6.18,6.22,3.87
0.32,Ideal,I,VS1,60.9,56.7,529,4.41,4.44,2.69
0.25,Very Good,F,VVS2,61.9,57,548,4.07,4.11,2.53
1.83,Premium,I,SI1,62.9,55,11883,7.9,7.78,4.93
0.27,Ideal,E,VVS2,62,55,622,4.12,4.14,2.56
0.4,Good,E,SI1,64.2,56,682,4.66,4.69,3
0.26,Very Good,E,VS1,63,59,453,4.03,4.06,2.55
1.12,Ideal,E,VVS1,61.5,56,14407,6.7,6.76,4.13
0.52,Very Good,G,VVS1,59.2,58,2045,5.28,5.31,3.14
0.51,Very Good,F,SI2,62.7,56,1100,5.07,5.1,3.19
1.01,Good,E,SI1,63.9,56,5724,6.37,6.31,4.05
0.74,Very Good,H,SI2,62.8,59,2198,5.72,5.77,3.61
0.73,Ideal,E,VVS2,62,57,3714,5.79,5.73,3.57
0.31,Ideal,F,IF,60.1,59,901,4.38,4.41,2.64
1.09,Ideal,H,SI1,62.3,55,5219,6.61,6.58,4.11
1.4,Ideal,F,VVS1,61.9,57,16808,7.2,7.14,4.44
1.55,Ideal,I,VVS1,62.1,56,11869,7.36,7.43,4.59
0.7,Premium,E,SI2,62.1,57,2376,5.68,5.6,3.5
0.5,Very Good,E,I1,63.1,61,720,5.04,4.97,3.16
0.38,Ideal,E,VS1,60.7,56,933,4.7,4.72,2.86
1.01,Ideal,F,SI1,60,56,5274,6.55,6.49,3.91
0.71,Ideal,E,SI2,61.5,57,2470,5.74,5.78,3.54
0.71,Ideal,D,SI1,63,55,2694,5.64,5.57,3.53
0.9,Ideal,G,SI2,62.3,56,3718,6.14,6.21,3.85
1.08,Ideal,H,VVS1,61.8,57,9041,6.55,6.59,4.06
1.3,Ideal,H,SI1,62.2,56,7054,7.03,6.98,4.36
1.04,Ideal,F,I1,61.6,57,3718,6.51,6.46,4
0.72,Very Good,E,VVS2,62,58,3719,5.71,5.74,3.55
0.73,Very Good,F,VVS1,60.6,56,3720,5.79,5.83,3.52
0.42,Premium,I,SI1,62.6,58,803,4.8,4.76,2.99
1.1,Ideal,I,SI1,60.8,61,4868,6.63,6.7,4.05
0.3,Very Good,G,VVS1,63.5,57,1013,4.27,4.23,2.7
1.07,Ideal,G,VVS1,60.9,56,8895,6.6,6.67,4.04
1.12,Premium,H,VS1,62.1,58,5952,6.64,6.6,4.11
0.3,Very Good,H,VS1,62.9,54,526,4.28,4.31,2.7
0.9,Ideal,G,SI2,61.5,57,3722,6.07,6.19,3.77
0.32,Ideal,E,VS1,61.5,56,758,4.38,4.4,2.7
0.24,Very Good,E,VVS1,62.2,59,552,3.99,4.02,2.49
2.03,Premium,F,SI1,61.3,59,17803,8.15,8.22,5.02
1.55,Ideal,H,IF,61.4,57,13544,7.47,7.42,4.57
0.24,Very Good,E,VVS1,61.2,55,485,4.03,4.08,2.48
1.12,Premium,F,SI2,62.4,59,3723,6.6,6.54,4.1
1.01,Ideal,F,SI2,62.9,57,4858,6.35,6.41,4.01
0.3,Ideal,G,VVS2,62.9,55,819,4.31,4.28,2.7
0.32,Ideal,I,IF,61.4,57,655,4.39,4.44,2.71
2,Ideal,G,SI1,61.7,55,13675,8.11,8.07,4.99
0.9,Good,F,SI1,63.1,57,3724,6.12,6.15,3.87
0.7,Premium,E,SI2,60.4,59,2475,5.75,5.7,3.46
1.25,Premium,F,I1,58,59,3724,7.12,7.05,4.11
0.42,Premium,G,VVS1,59.3,59,1235,4.92,4.9,2.91
0.31,Ideal,G,VVS1,61.6,56,816,4.35,4.39,2.69
2.02,Premium,E,SI2,61,59,18117,8.18,8.12,4.97
0.36,Premium,F,VS2,62,59,807,4.56,4.51,2.81
0.53,Premium,E,VS2,58.3,62,1727,5.31,5.26,3.08
0.51,Very Good,E,VVS1,59.9,57,2501,5.22,5.24,3.14
0.38,Ideal,E,VS1,61.7,53,905,4.69,4.71,2.9
1,Good,E,SI1,62.6,61,4989,6.29,6.32,3.95
1.54,Ideal,I,VS2,60.2,59,9600,7.52,7.57,4.54
2.31,Fair,G,I1,67.4,56,7257,8.05,7.99,5.41
0.9,Good,H,SI1,57.1,56,3726,6.33,6.28,3.6
0.4,Very Good,E,VVS1,61.2,61,1333,4.7,4.74,2.89
1.55,Premium,F,VS1,61.6,56,15801,7.45,7.38,4.57
0.32,Ideal,H,VVS2,62.9,57,828,4.39,4.36,2.75
0.41,Premium,H,SI1,60.5,58,683,4.81,4.85,2.92
1.11,Very Good,J,VS2,63.2,59,3730,6.55,6.46,4.11
0.41,Ideal,F,VS1,62.1,56,1007,4.77,4.8,2.97
1.55,Premium,E,SI2,58.5,57,7161,7.66,7.57,4.46
0.91,Fair,D,SI1,64.7,61,3730,6.06,5.99,3.9
0.3,Good,E,VVS1,61.5,62,702,4.28,4.34,2.65
1.08,Ideal,G,SI2,61.8,56,4814,6.54,6.6,4.06
0.41,Premium,G,VS1,61.9,60,899,4.7,4.76,2.93
0.55,Ideal,G,VVS1,62.6,56,2116,5.24,5.27,3.29
0.7,Ideal,H,SI1,61.4,57,2240,5.64,5.76,3.5
0.98,Very Good,H,SI2,62.1,59,3731,6.33,6.39,3.95
0.37,Premium,F,VS1,62.7,51,833,4.65,4.57,2.89
1.31,Very Good,I,SI2,62.7,58,5916,6.88,6.94,4.33
0.58,Ideal,D,VVS1,62.1,55,3732,5.33,5.37,3.32
0.76,Ideal,D,SI1,62.3,55,3732,5.81,5.84,3.63
0.3,Ideal,G,VVS2,61.8,57,665,4.29,4.32,2.66
1.12,Premium,F,VVS2,62.4,59,10028,6.58,6.66,4.13
0.7,Premium,J,VVS2,60.6,58,1764,5.73,5.82,3.5
0.4,Premium,E,SI1,61.3,59,737,4.69,4.74,2.89
0.58,Ideal,F,SI2,62.6,57,1208,5.27,5.33,3.32
0.9,Very Good,D,VS2,63.3,59,4981,6.12,6.17,3.89
1.51,Good,F,VS2,62,59,13819,7.18,7.37,4.51
0.55,Ideal,F,VS2,61.6,56,1871,5.31,5.29,3.27
0.71,Ideal,H,SI2,62.2,55,2360,5.72,5.7,3.55
1.01,Ideal,I,SI2,61.9,55,3733,6.45,6.38,3.97
1.04,Premium,E,VVS1,60.9,58,11382,6.61,6.53,4
1.01,Premium,J,SI2,61.2,59,3733,6.43,6.37,3.92
0.34,Premium,E,SI2,61.7,58,612,4.54,4.5,2.79
2,Fair,I,SI2,67.7,57,10483,7.88,7.64,5.26
1.01,Ideal,D,VVS2,61.1,57,10860,6.47,6.49,3.96
1.02,Ideal,G,VS2,62.8,57,6169,6.46,6.41,4.04
1.7,Fair,F,SI2,64.5,57,9996,7.55,7.51,4.86
0.7,Good,I,SI1,58.2,61,2028,5.8,5.84,3.39
0.41,Premium,I,VVS2,62.4,60,827,4.7,4.73,2.94
0.5,Very Good,E,VS2,63.2,57,1629,5.06,5.03,3.19
1.06,Ideal,H,VS2,60.5,57,5669,6.63,6.6,4
0.9,Good,G,SI1,63.7,58,3734,6.09,6.12,3.89
0.9,Good,G,SI1,63.7,60,3734,6.07,6.11,3.88
0.31,Ideal,G,SI1,61.6,56,627,4.36,4.4,2.7
0.91,Very Good,I,VS1,61.9,57,3734,6.19,6.24,3.85
0.9,Good,H,SI1,58.9,61,3734,6.27,6.36,3.72
0.51,Very Good,G,VS1,63.4,57,1709,5.08,5.04,3.21
2.02,Premium,I,SI2,61.1,61,13991,8.11,8.08,4.95
0.71,Ideal,G,VS2,62.5,57,2511,5.72,5.68,3.56
0.36,Premium,F,SI1,61.9,59,770,4.54,4.51,2.8
0.32,Ideal,I,SI2,61,56,391,4.43,4.45,2.71
1.15,Premium,H,SI2,59.6,59,3735,6.82,6.78,4.05
0.78,Ideal,D,VS2,62.9,56,3736,5.85,5.88,3.69
1.11,Good,G,SI2,59.7,61,5438,6.72,6.69,4
2.01,Good,H,SI1,62.2,58,16737,7.99,8.05,4.99
0.8,Very Good,H,VVS1,61.9,56,3737,5.93,5.96,3.69
0.62,Good,J,SI1,59.9,65,1116,5.58,5.5,3.32
0.31,Very Good,G,SI1,58.8,62,462,4.39,4.42,2.59
0.54,Premium,E,VS2,60.7,56,1760,5.32,5.29,3.22
0.41,Premium,E,VS2,59.8,60,999,4.87,4.83,2.9
0.71,Ideal,G,IF,60.9,57,3739,5.74,5.79,3.51
1.93,Premium,H,VS2,62.8,58,17353,7.91,7.86,4.95
0.38,Ideal,E,VS1,62.7,55,1069,4.65,4.6,2.9
2.21,Premium,G,SI2,60.7,62,15970,8.48,8.42,5.13
0.75,Ideal,G,VVS2,62,56,3740,5.79,5.85,3.61
0.31,Ideal,D,VS2,62.3,55,734,4.33,4.37,2.71
0.68,Very Good,F,SI1,60.1,57.9,1964,5.69,5.74,3.43
0.33,Ideal,F,IF,61.8,55,1028,4.47,4.49,2.77
2.01,Good,I,VS2,65,57,17497,7.85,7.99,5.15
1.17,Fair,I,I1,64.5,59,2336,6.67,6.47,4.25
0.4,Very Good,J,VS1,62.1,57,606,4.69,4.72,2.92
0.9,Good,D,SI2,63.6,57,3740,6.07,6.03,3.85
0.72,Ideal,H,SI2,61.4,55,2112,5.81,5.78,3.56
0.58,Ideal,D,VVS1,62.2,56,3741,5.34,5.36,3.33
0.7,Very Good,G,VS2,59.6,60,2501,5.71,5.8,3.43
1.08,Good,J,SI2,63.2,59,3742,6.4,6.57,4.1
1.13,Ideal,H,VS1,61.6,55,7571,6.7,6.74,4.14
0.38,Ideal,H,VVS2,61.4,57,1069,4.65,4.63,2.85
1.09,Very Good,D,SI2,63.4,59,3742,6.59,6.54,4.16
1.31,Ideal,F,VS1,61.7,56,11136,7.02,7.04,4.34
0.91,Ideal,H,VS2,63,56,3743,6.15,6.05,3.84
0.31,Ideal,F,VVS1,62,54,840,4.37,4.41,2.72
0.9,Fair,E,SI1,64.9,56,3743,6.12,6.18,3.99
0.35,Ideal,G,VVS1,61.7,55,849,4.54,4.57,2.81
0.62,Premium,E,VVS2,62,56,2618,5.48,5.42,3.38
0.78,Very Good,F,VS1,61.7,55,3744,5.89,5.94,3.65
0.39,Good,F,SI1,63.6,58,921,4.65,4.6,2.94
0.37,Very Good,H,SI1,62.6,63,491,4.6,4.5,2.85
1.01,Very Good,E,SI1,62.8,57,5499,6.37,6.41,4.01
1.04,Ideal,G,VS2,59.4,58,6286,6.63,6.67,3.95
0.61,Ideal,F,VS1,61.8,57,2283,5.43,5.47,3.37
1.51,Fair,I,I1,65.7,61,5074,7.08,7.02,4.63
1.12,Ideal,G,VS2,62,56,6652,6.64,6.69,4.13
0.7,Very Good,H,SI1,60.9,59,2273,5.72,5.75,3.49
0.3,Premium,J,VS1,62.6,60,506,4.28,4.22,2.66
1.51,Ideal,H,VS1,62.6,56,11686,7.32,7.28,4.57
0.53,Ideal,F,VVS1,61.4,56,2618,5.21,5.25,3.21
0.91,Premium,F,SI2,58.2,61,3746,6.58,6.41,3.77
0.41,Ideal,D,VS1,61.8,57,1230,4.8,4.75,2.95
1.07,Ideal,F,VS2,61,54,7564,6.59,6.62,4.03
0.3,Premium,G,VVS1,62.6,62,945,4.26,4.21,2.65
1.01,Ideal,F,VS2,62,56,6416,6.46,6.51,4.02
0.91,Good,I,VS2,58,62,3747,6.32,6.38,3.68
0.21,Premium,E,SI2,61.9,56,394,3.84,3.82,2.37
0.52,Ideal,G,SI2,61.6,55,1090,5.16,5.19,3.19
0.35,Ideal,D,SI1,61.3,57,827,4.57,4.54,2.79
1.06,Premium,G,VS1,62,58,7130,6.56,6.51,4.05
1.01,Premium,I,SI2,61.7,60,3749,6.34,6.4,3.93
1.98,Ideal,I,SI1,61.5,55,14581,8.04,8.13,4.97
1.69,Good,E,VS1,63.8,56,17400,7.51,7.57,4.81
2,Good,E,SI2,57.6,63,16206,8.2,8.16,4.73
0.4,Ideal,F,VS1,62,56,890,4.73,4.75,2.94
0.33,Very Good,D,VVS2,60.8,58,1050,4.47,4.48,2.72
0.7,Very Good,F,VS2,62.3,61,2593,5.55,5.62,3.48
0.32,Ideal,D,SI2,62.4,54,477,4.38,4.4,2.74
0.71,Premium,F,SI1,63,59,2381,5.69,5.62,3.56
1.08,Premium,I,SI2,60.1,59,3750,6.75,6.69,4.04
0.33,Ideal,F,VVS1,61.7,54,893,4.46,4.49,2.76
0.35,Ideal,F,VS1,61.9,55,782,4.53,4.58,2.82
0.31,Ideal,E,VS2,61.4,54,872,4.4,4.33,2.68
0.4,Premium,E,VS2,59.3,59,912,4.77,4.81,2.84
0.4,Ideal,G,SI2,62.1,53,573,4.75,4.78,2.96
0.31,Ideal,H,IF,61.8,57,789,4.32,4.35,2.68
0.31,Ideal,H,SI1,61.4,55,573,4.44,4.36,2.7
0.4,Very Good,D,VS2,63.5,57,850,4.62,4.67,2.95
0.31,Premium,H,SI1,62.3,55,573,4.36,4.34,2.71
0.31,Premium,H,SI1,61.1,55,573,4.39,4.35,2.67
0.57,Premium,D,VS2,61.9,58,2047,5.35,5.32,3.3
1.57,Ideal,G,VS2,61.4,55,13713,7.48,7.52,4.61
0.51,Very Good,J,SI1,62.6,59,930,5.06,5.1,3.18
1.2,Premium,E,VS2,62,59,8279,6.78,6.71,4.18
0.71,Very Good,I,VVS1,63,58,2549,5.6,5.67,3.55
0.31,Very Good,H,SI1,63.1,57,573,4.34,4.31,2.73
0.42,Very Good,F,VVS1,63,59,1154,4.75,4.81,3.01
0.31,Ideal,E,VS2,62,55,872,4.35,4.33,2.69
0.33,Premium,I,VVS2,62.1,56,743,4.45,4.41,2.75
0.34,Premium,G,SI2,62.8,58,574,4.46,4.43,2.79
0.34,Very Good,F,SI2,63.3,54,574,4.48,4.46,2.83
0.42,Very Good,H,VVS1,60.9,62,1026,4.8,4.86,2.94
0.52,Ideal,E,VS2,61.7,55,1689,5.16,5.21,3.2
0.31,Ideal,E,VS2,61,54,680,4.37,4.41,2.68
0.36,Very Good,G,VVS2,61.7,56,753,4.56,4.58,2.82
0.41,Very Good,E,SI1,61.4,56,755,4.77,4.81,2.94
0.4,Ideal,F,VVS1,61.8,58,1168,4.72,4.76,2.93
1.01,Ideal,E,VVS1,62.2,57,10887,6.38,6.44,3.99
0.32,Very Good,D,SI1,63.5,55,756,4.35,4.31,2.75
0.51,Good,H,VS2,61.8,65,1128,5.07,5.02,3.12
1.04,Ideal,F,VVS2,61.2,57,9169,6.53,6.5,3.99
0.9,Very Good,F,VS1,60.7,57,5242,6.16,6.23,3.76
0.27,Very Good,E,VS2,59.5,56,470,4.2,4.31,2.53
0.35,Ideal,D,VS2,60.6,56,1063,4.57,4.54,2.76
0.9,Fair,F,VS2,65.7,57,3750,6.03,5.99,3.95
1.01,Premium,G,SI2,62.9,57,3750,6.39,6.33,4
1.68,Ideal,I,VS2,62.1,57,10800,7.6,7.54,4.7
0.91,Very Good,E,SI2,63.8,60,3751,6.05,6.09,3.87
1.25,Premium,J,VS2,59.8,58,3751,7.02,6.96,4.18
1.51,Very Good,F,SI2,62.7,60,8581,7.25,7.32,4.57
0.58,Ideal,H,SI1,61.9,59,1389,5.33,5.36,3.31
1.03,Premium,H,VS1,59.2,58,4874,6.66,6.61,3.92
0.9,Very Good,G,SI1,63.3,56,3752,6.08,6.11,3.86
0.32,Ideal,G,VS1,61.2,56,645,4.42,4.44,2.71
1.2,Very Good,I,SI1,62.6,58.2,5280,6.71,6.74,4.21
1.01,Very Good,E,SI1,62.3,60,5224,6.36,6.39,3.97
0.82,Fair,G,SI1,66.4,54,2339,5.87,5.82,3.88
0.41,Ideal,E,VS1,61.7,57,1153,4.8,4.76,2.95
0.23,Very Good,F,VVS2,61,59,465,3.93,3.97,2.41
1.02,Fair,F,SI2,65.5,59,3754,6.27,6.24,4.1
1.02,Premium,F,SI2,62.5,58,3754,6.47,6.4,4.02
0.62,Very Good,F,VS2,59.5,63,1832,5.54,5.49,3.28
0.34,Ideal,F,VS2,62.6,54,686,4.46,4.48,2.8
1.14,Ideal,F,I1,61.7,57,3755,6.67,6.7,4.13
1.54,Good,I,SI2,57.9,62,5989,7.63,7.5,4.38
0.5,Premium,G,VVS2,60.9,59,1838,5.09,5.12,3.11
0.42,Very Good,I,SI1,61,55.8,712,4.83,4.86,2.96
0.3,Ideal,H,VVS2,61.9,56,542,4.28,4.31,2.65
0.5,Good,F,VS2,63.6,58,1333,5.02,5.05,3.2
0.81,Ideal,F,VS2,61.7,57,3756,5.97,6.02,3.7
0.26,Ideal,F,VVS1,62.7,55,814,4.1,4.07,2.56
0.7,Good,H,I1,56.5,57,1134,5.97,5.86,3.33
0.33,Ideal,F,VS2,61.9,55,854,4.46,4.43,2.75
1.18,Ideal,G,VVS1,61.1,57,9095,6.78,6.84,4.16
0.55,Ideal,H,SI2,62.6,56,1037,5.24,5.27,3.29
0.7,Ideal,E,SI1,62.7,57,2614,5.64,5.66,3.54
1.2,Premium,D,SI1,59.7,59,7338,6.91,6.86,4.11
0.44,Premium,G,VS1,62.3,59,1031,4.87,4.82,3.02
0.42,Ideal,D,VVS2,62.1,55,1326,4.78,4.81,2.98
0.6,Very Good,E,SI2,63.2,60,1250,5.32,5.28,3.35
0.72,Ideal,F,VS1,61,55,3759,5.77,5.81,3.53
0.34,Ideal,E,VS2,62.4,55,956,4.53,4.48,2.81
0.43,Ideal,D,VS1,62.1,55,1207,4.83,4.86,3.01
0.34,Ideal,D,SI1,62.7,56,803,4.48,4.45,2.8
1.2,Very Good,G,VS2,63.2,56,8491,6.82,6.75,4.29
0.33,Premium,I,VS1,61.1,59,521,4.44,4.47,2.72
1.09,Ideal,E,SI2,59.4,57,3760,6.74,6.65,3.98
1.7,Ideal,I,VS2,61.7,56,11257,7.64,7.72,4.74
0.44,Ideal,D,SI1,62.4,57,883,4.86,4.89,3.04
0.57,Very Good,G,I1,59.5,56.9,929,5.42,5.46,3.24
0.4,Premium,D,SI2,63,59,798,4.69,4.64,2.94
1.51,Premium,E,SI1,61.5,58,12530,7.33,7.38,4.52
0.92,Very Good,F,SI2,62.9,58,3763,6.18,6.22,3.9
0.7,Very Good,G,SI1,64.3,56,2517,5.56,5.58,3.58
1.09,Good,H,SI1,63.6,56,4920,6.53,6.56,4.16
0.7,Very Good,H,SI2,62.8,59,2034,5.62,5.65,3.54
0.59,Premium,E,VS2,62.5,56,2578,5.4,5.36,3.36
1.52,Premium,F,VS2,60.5,58,13389,7.49,7.53,4.54
1.52,Very Good,H,SI1,62.5,59,9973,7.26,7.37,4.57
0.78,Good,E,SI2,64,57,2379,5.84,5.81,3.73
0.53,Premium,E,VS2,59.8,58,1721,5.26,5.27,3.15
0.31,Good,H,VS2,63.5,57,489,4.32,4.34,2.75
0.42,Ideal,G,VS2,62.4,54,847,4.78,4.83,3
1.13,Ideal,F,VS1,60.9,57,10016,6.73,6.76,4.11
0.5,Good,E,SI2,63.1,58,1077,5.05,5.09,3.2
0.38,Ideal,H,SI1,61.2,56,650,4.63,4.68,2.85
0.42,Very Good,G,SI1,61.6,61,687,4.79,4.82,2.96
0.5,Ideal,H,SI2,62.9,57,958,5.04,5.01,3.16
0.37,Ideal,F,VS2,61.7,55,759,4.61,4.73,2.88
0.28,Very Good,I,VS1,60.9,57,462,4.22,4.25,2.58
0.38,Ideal,G,VS2,62.2,56,766,4.62,4.64,2.88
0.51,Fair,F,SI1,65.6,54,1052,5.07,5.02,3.31
1,Premium,F,SI1,60.7,60,5292,6.4,6.36,3.87
1.59,Premium,F,VS2,60.2,60,15602,7.62,7.59,4.58
1.5,Very Good,E,VS2,60.7,60,14256,7.32,7.41,4.47
0.39,Very Good,D,VVS2,62.9,58,1232,4.62,4.66,2.92
0.42,Ideal,D,SI1,63,55,970,4.79,4.76,3.01
2,Premium,E,SI2,62.2,56,17760,8.14,8.06,5.04
1.5,Fair,D,VS2,65.4,53,12606,7.12,7.1,4.65
0.31,Ideal,I,SI1,63,57,523,4.34,4.32,2.73
0.6,Premium,D,SI1,60.4,60,1996,5.48,5.44,3.3
0.33,Premium,D,SI2,60.7,56,631,4.46,4.43,2.7
0.5,Ideal,H,VVS1,62.5,53,1648,5.09,5.12,3.19
1.24,Ideal,E,VS2,62.9,56,9111,6.84,6.79,4.29
1.65,Premium,D,SI1,60.4,60,11310,7.63,7.58,4.59
0.3,Ideal,G,VS2,61.2,55,545,4.35,4.38,2.67
0.32,Ideal,H,VS1,61.8,55,720,4.42,4.41,2.73
0.51,Very Good,H,SI1,61,55,1698,5.18,5.21,3.17
1.01,Very Good,D,SI2,62,57,5656,6.41,6.46,3.99
0.41,Ideal,F,SI1,62.7,57,969,4.74,4.7,2.96
0.72,Premium,E,SI1,62.1,58,2265,5.69,5.72,3.54
1.04,Premium,D,VVS2,61.1,60,10984,6.54,6.51,3.99
0.5,Good,E,SI1,64.6,54,1232,4.95,5.05,3.23
2.06,Premium,I,SI2,61.1,57,12842,8.3,8.24,5.05
2.3,Premium,G,I1,60.2,59,7226,8.71,8.56,5.19
1,Ideal,F,VS1,61.9,57,7526,6.41,6.39,3.96
1.01,Good,D,VS1,63.1,59,7955,6.34,6.37,4.01
1.21,Premium,F,VS2,61.6,58,8660,6.88,6.79,4.21
0.43,Ideal,E,VVS1,61.3,57,1433,4.84,4.88,2.98
1.06,Premium,E,VS2,61.3,58,7408,6.56,6.52,4.01
0.41,Very Good,D,VVS2,61.2,55,1364,4.79,4.82,2.95
1.61,Premium,J,IF,62.1,58,10165,7.47,7.53,4.66
0.7,Ideal,I,VVS2,62.7,54,2487,5.65,5.69,3.55
0.71,Ideal,E,VS2,61.9,55,3773,5.68,5.72,3.53
0.31,Ideal,H,VVS2,61.5,56,625,4.35,4.37,2.68
0.7,Fair,D,SI1,52.2,65,1895,6.04,5.99,3.14
0.3,Premium,G,IF,60,59,956,4.34,4.32,2.6
0.4,Ideal,G,VVS1,62.4,57,1200,4.78,4.74,2.97
0.41,Ideal,E,VVS2,61.4,57,1187,4.76,4.79,2.93
2.03,Ideal,I,SI2,60.8,59,13398,8.12,8.2,4.96
1,Premium,G,VS1,59.1,61,6552,6.54,6.48,3.85
1.04,Premium,G,VS1,60.2,58,6360,6.65,6.64,4
0.52,Ideal,G,VVS1,61.6,56,1881,5.16,5.2,3.19
1.02,Ideal,G,SI1,62.4,55,5016,6.43,6.48,4.03
0.9,Premium,G,SI1,62.7,59,3774,6.14,6.1,3.84
0.9,Good,G,SI1,63.8,61,3774,6.09,6.05,3.87
0.32,Premium,G,VVS1,58.1,59,1080,4.53,4.49,2.62
0.42,Ideal,E,VS2,62.3,55,958,4.77,4.83,2.99
0.31,Ideal,G,VVS2,62.1,56,907,4.35,4.32,2.69
